state,location,plz
Niedersachsen,Isernhagen,30916
Sachsen,Nünchritz,1612
Bremen,Bremen,28215
Sachsen,Gersdorf,9355
Sachsen Anhalt,Magdeburg,39126
Nordrhein Westfalen,Köln,50823
Bayern,Kochel am See,82431
Nordrhein Westfalen,Herten,45701
Brandenburg,Brandenburg an der Havel,14776
Nordrhein Westfalen,Bornheim,53332
Nordrhein Westfalen,Heinsberg,52525
Nordrhein Westfalen,Duisburg,47279
Schleswig Holstein,Wedel,22880
Berlin,Berlin,13351
Niedersachsen,Osnabrück,49076
Thüringen,Gera,7552
Berlin,Berlin,13437
Sachsen,Klipphausen,1665
Berlin,Berlin,12057
Sachsen,Leipzig,4275
Niedersachsen,Hildesheim,31141
Nordrhein Westfalen,Grevenbroich,41515
Baden Württemberg,Marbach am Neckar,71672
Sachsen,Borna,4552
Sachsen,Grimma,4668
Nordrhein Westfalen,Iserlohn,58636
Bayern,Hallstadt,96103
Sachsen,Dresden,1109
Nordrhein Westfalen,Dortmund,44149
Bayern,Wielenbach,82407
Nordrhein Westfalen,Horn Bad Meinberg,32805
Sachsen Anhalt,Irxleben,39167
Mecklenburg Vorpommern,Groß Gievitz,17192
Nordrhein Westfalen,Lotte,49504
Nordrhein Westfalen,Krefeld,47804
Sachsen Anhalt,Schönebeck Elbe,39218
Nordrhein Westfalen,Hagen,58089
Baden Württemberg,Ravensburg,88212
Sachsen,Niederau,1689
Bayern,Fürth,90765
Sachsen,Drebach,9430
Bayern,Taching am See,83373
Bayern,Ebersberg,85560
Rheinland Pfalz,Neuwied,56566
Niedersachsen,Lingen Ems,49808
Berlin,Berlin,10117
Mecklenburg Vorpommern,Langhagen,18279
Sachsen,Mittweida,9648
Niedersachsen,Scheeßel,27383
Sachsen,Leipzig,4107
Nordrhein Westfalen,Essen,45134
Niedersachsen,Wolfsburg,38444
Hessen,Niedernhausen,65527
Hamburg,Hamburg,22145
Hamburg,Hamburg,22301
Bayern,Mainburg,84048
Thüringen,Apolda,99510
Nordrhein Westfalen,Wilnsdorf,57234
Nordrhein Westfalen,Witten,58453
Baden Württemberg,Stuttgart,70199
Sachsen,Leipzig,4288
Nordrhein Westfalen,Witten,58452
Saarland,Sankt Ingbert,66386
Nordrhein Westfalen,Oer Erkenschwick,45739
Bayern,München,81549
Brandenburg,Calau,3205
Bremen,Bremerhaven,27578
Niedersachsen,Lohne Oldenburg,49393
Niedersachsen,Oldenburg Oldenburg,26127
Brandenburg,Cottbus,3050
Saarland,Bexbach,66450
Rheinland Pfalz,Münstermaifeld,56294
Bayern,München,81245
Baden Württemberg,Bretten,75015
Niedersachsen,Wilhelmshaven,26384
Nordrhein Westfalen,Essen,45307
Nordrhein Westfalen,Duisburg,47249
Rheinland Pfalz,Prüm,54595
Baden Württemberg,Remshalden,73630
Thüringen,Bad Langensalza,99947
Bayern,Haar,85540
Nordrhein Westfalen,Solingen,42719
Baden Württemberg,Mannheim,68169
Berlin,Berlin,13589
Niedersachsen,Peine,31226
Nordrhein Westfalen,Dormagen,41542
Baden Württemberg,Sindelfingen,71069
Sachsen,Leipzig,4319
Mecklenburg Vorpommern,Dreschvitz,18573
Bayern,Augsburg,86199
Mecklenburg Vorpommern,Stralsund,18439
Rheinland Pfalz,Bad Breisig,53498
Mecklenburg Vorpommern,Greifswald,17489
Baden Württemberg,Esslingen am Neckar,73732
Nordrhein Westfalen,Schwalmtal,41366
Berlin,Berlin,10405
Nordrhein Westfalen,Krefeld,47807
Nordrhein Westfalen,Rees,46459
Baden Württemberg,Nagold,72202
Hessen,Frankfurt am Main,60437
Nordrhein Westfalen,Goch,47574
Baden Württemberg,Malsch,76316
Brandenburg,Cottbus,3042
Nordrhein Westfalen,Düsseldorf,40233
Bayern,Nürnberg,90451
Sachsen,Chemnitz,9224
Niedersachsen,Meine,38527
Sachsen,Marienberg,9496
Hessen,Frankfurt am Main,60486
Saarland,Riegelsberg,66292
Niedersachsen,Stoetze,29597
Nordrhein Westfalen,Bonn,53177
Thüringen,Altenburg,4600
Baden Württemberg,Weil am Rhein,79576
Sachsen,Zwickau,8060
Bayern,München,80801
Thüringen,Meuselwitz,4610
Hessen,Melsungen,34212
Thüringen,Stadtilm,99326
Rheinland Pfalz,Konz,54329
Sachsen,Dresden,1129
Nordrhein Westfalen,Köln,50858
Rheinland Pfalz,Trier,54292
Hamburg,Hamburg,20251
Berlin,Berlin,12489
Sachsen,Reinsdorf,8141
Rheinland Pfalz,Ockenheim,55437
Nordrhein Westfalen,Düsseldorf,40477
Nordrhein Westfalen,Gelsenkirchen,45889
Rheinland Pfalz,Trier,54295
Hessen,Wetzlar,35576
Niedersachsen,Braunschweig,38100
Hamburg,Hamburg,22085
Hessen,Frankfurt am Main,60596
Nordrhein Westfalen,Essen,45141
Berlin,Berlin,12167
Thüringen,Gera,7551
Bayern,München,81735
Rheinland Pfalz,Worms,67549
Baden Württemberg,Beilstein,71717
Nordrhein Westfalen,Neuss,41460
Bayern,Freilassing,83395
Brandenburg,Dallgow Döberitz,14624
Sachsen,Espenhain,4571
Berlin,Berlin,13055
Rheinland Pfalz,Bad Hönningen,53557
Sachsen,Leipzig,4209
Niedersachsen,Hameln,31789
Brandenburg,Wustermark,14641
Schleswig Holstein,Fockbek,24787
Sachsen,Großschönau,2799
Niedersachsen,Garbsen,30827
Sachsen Anhalt,Lutherstadt Eisleben,6295
Nordrhein Westfalen,Gütersloh,33330
Bayern,München,80637
Bayern,Schlüsselfeld,96132
Nordrhein Westfalen,Kreuztal,57223
Sachsen Anhalt,Blankenburg Harz,38889
Nordrhein Westfalen,Wipperfürth,51688
Hessen,Rotenburg an der Fulda,36199
Hessen,Wiesbaden,65207
Sachsen,Ebersbach/Sachsen,2730
Niedersachsen,Hannover,30177
Niedersachsen,Stuhr,28816
Nordrhein Westfalen,Mönchengladbach,41063
Bayern,Bad Reichenhall,83435
Sachsen,Dresden,1259
Nordrhein Westfalen,Wuppertal,42389
Baden Württemberg,Bad Krozingen,79189
Nordrhein Westfalen,Lindlar,51789
Nordrhein Westfalen,Aachen,52076
Sachsen,Grünhain Beierfeld,8344
Nordrhein Westfalen,Dortmund,44147
Niedersachsen,Dötlingen,27801
Nordrhein Westfalen,Hagen,58099
Sachsen Anhalt,Bad Dürrenberg,6231
Hessen,Offenbach am Main,63065
Mecklenburg Vorpommern,Bad Doberan,18209
Hessen,Kronberg im Taunus,61476
Brandenburg,Eberswalde,16227
Brandenburg,Letschin,15324
Bayern,Regensburg,92051
Sachsen,Neuhausen/Erzgebirge,9544
Bayern,Röttenbach,91341
Berlin,Berlin,13349
Baden Württemberg,Heilbronn,74078
Bayern,Marktheidenfeld,97828
Bayern,Rohrdorf,83101
Baden Württemberg,Lörrach,79539
Baden Württemberg,Kraichtal,76703
Niedersachsen,Northeim,37154
Nordrhein Westfalen,Meerbusch,40668
Bayern,Würzburg,97074
Bayern,Erlangen,91052
Hessen,Frankfurt am Main,60598
Nordrhein Westfalen,Essen,45289
Sachsen,Augustusburg,9573
Hessen,Wiesbaden,65185
Mecklenburg Vorpommern,Lübz,19386
Hessen,Eschborn,65760
Sachsen,Groitzsch,4539
Nordrhein Westfalen,Bottrop,46240
Baden Württemberg,Bad Friedrichshall,74177
Nordrhein Westfalen,Recklinghausen,45659
Rheinland Pfalz,Ludwigshafen am Rhein,67063
Schleswig Holstein,Itzehoe,25524
Hessen,Sontra,36205
Hessen,Frankfurt am Main,60489
Baden Württemberg,Überlingen,88662
Berlin,Berlin,10178
Brandenburg,Tröbitz,3253
Bayern,Aschaffenburg,63739
Nordrhein Westfalen,Aachen,52072
Schleswig Holstein,Kiel,24159
Sachsen Anhalt,Halle Saale,6112
Nordrhein Westfalen,Düsseldorf,40223
Hessen,Dietzenbach,63128
Nordrhein Westfalen,Warendorf,48231
Nordrhein Westfalen,Willich,47877
Hessen,Helsa,34298
Nordrhein Westfalen,Krefeld,47799
Nordrhein Westfalen,Schwelm,58334
Hamburg,Hamburg,22337
Berlin,Berlin,10777
Nordrhein Westfalen,Dortmund,44263
Brandenburg,Rüdersdorf bei Berlin,15378
Schleswig Holstein,Flensburg,24939
Mecklenburg Vorpommern,Neustrelitz,17235
Sachsen Anhalt,Jerichow,39319
Baden Württemberg,Fellbach,70734
Schleswig Holstein,Aumühle,21521
Hamburg,Hamburg,22089
Nordrhein Westfalen,Gangelt,52538
Niedersachsen,Hitzacker Elbe,29456
Sachsen,Tannenbergsthal,8262
Thüringen,Greiz,7973
Hessen,Leun,35638
Nordrhein Westfalen,Herne,44623
Nordrhein Westfalen,Gelsenkirchen,45879
Baden Württemberg,Pforzheim,75173
Nordrhein Westfalen,Düsseldorf,40219
Bayern,Bernau am Chiemsee,83233
Hessen,Roßdorf,64380
Schleswig Holstein,Elmshorn,25337
Mecklenburg Vorpommern,Rostock,18057
Nordrhein Westfalen,Paderborn,33102
Niedersachsen,Burgwedel,30938
Bayern,Augsburg,86165
Bayern,Würzburg,97072
Brandenburg,Rathenow,14712
Rheinland Pfalz,Bad Neuenahr Ahrweiler,53474
Sachsen,Seifhennersdorf,2782
Hessen,Kassel,34127
Berlin,Berlin,13088
Niedersachsen,Nordenham,26954
Nordrhein Westfalen,Weilerswist,53919
Rheinland Pfalz,Neustadt an der Weinstraße,67434
Baden Württemberg,Mannheim,68199
Baden Württemberg,Gaiberg,69251
Bayern,Pentling,93080
Baden Württemberg,Horb am Neckar,72160
Nordrhein Westfalen,Siegen,57074
Niedersachsen,Hannover,30627
Nordrhein Westfalen,Essen,45279
Nordrhein Westfalen,Schwerte,58239
Nordrhein Westfalen,Duisburg,47051
Nordrhein Westfalen,Bonn,53179
Sachsen Anhalt,Köthen Anhalt,6366
Berlin,Berlin,10315
Hessen,Eppstein,65817
Nordrhein Westfalen,Detmold,32760
Berlin,Berlin,10318
Baden Württemberg,Ehingen Donau,89584
Bayern,Nürnberg,90409
Hessen,Offenbach am Main,63075
Baden Württemberg,Reutlingen,72760
Nordrhein Westfalen,Werther Westfalen,33824
Brandenburg,Finsterwalde,3238
Rheinland Pfalz,Hauptstuhl,66851
Brandenburg,Wildau,14745
Bayern,Flintsbach am Inn,83126
Niedersachsen,Salzgitter,38229
Thüringen,Blankenhain,99444
Hamburg,Hamburg,22559
Nordrhein Westfalen,Bochum,44975
Berlin,Berlin,10439
Bayern,Wasserburg am Inn,83512
Nordrhein Westfalen,Dortmund,44388
Bayern,Weißenburg in Bayern,91781
Baden Württemberg,Neckarsulm,74172
Sachsen Anhalt,Bördeland,39221
Schleswig Holstein,Mölln,23879
Bayern,Moosburg an der Isar,85368
Brandenburg,Großbeeren,14979
Niedersachsen,Wittingen,29378
Nordrhein Westfalen,Düsseldorf,40231
Nordrhein Westfalen,Xanten,46509
Nordrhein Westfalen,Recklinghausen,45663
Hessen,Gießen,35394
Nordrhein Westfalen,Werdohl,58791
Baden Württemberg,Mannheim,68239
Bayern,München,80992
Bayern,Schwabhausen,85247
Hessen,Frankfurt am Main,60487
Hamburg,Hamburg,20146
Sachsen,Chemnitz,9125
Rheinland Pfalz,Kreimbach Kaulbach,67757
Nordrhein Westfalen,Aachen,52068
Rheinland Pfalz,Kandel,76870
Nordrhein Westfalen,Solingen,42659
Schleswig Holstein,Dätgen,24589
Thüringen,Lengenfeld unterm Stein,99976
Rheinland Pfalz,Ludwigshafen am Rhein,67059
Bayern,Nandlstadt,85405
Nordrhein Westfalen,Bochum,44879
Baden Württemberg,Urbach,73660
Sachsen Anhalt,Thale,6502
Nordrhein Westfalen,Castrop Rauxel,44575
Hessen,Kassel,34121
Nordrhein Westfalen,Mülheim an der Ruhr,45470
Berlin,Berlin,10553
Thüringen,Erfurt,99089
Baden Württemberg,Ulm,89075
Nordrhein Westfalen,Wuppertal,42113
Sachsen,Böhlen,4564
Brandenburg,Rüdersdorf bei Berlin,15562
Nordrhein Westfalen,Dortmund,44328
Baden Württemberg,Mannheim,68167
Nordrhein Westfalen,Bergheim,50127
Nordrhein Westfalen,Rheine,48432
Saarland,Saarbrücken,66125
Nordrhein Westfalen,Lemgo,32657
Berlin,Berlin,10717
Berlin,Berlin,12459
Rheinland Pfalz,Vallendar,56179
Bayern,Würzburg,97082
Nordrhein Westfalen,Bad Münstereifel,53902
Nordrhein Westfalen,Dortmund,44265
Nordrhein Westfalen,Ratingen,40883
Hamburg,Hamburg,22529
Bayern,Burghausen,84489
Sachsen,Markkleeberg,4416
Mecklenburg Vorpommern,Möllenhagen,17219
Berlin,Berlin,13187
Bayern,Schwifting,86940
Nordrhein Westfalen,Kamen,59174
Niedersachsen,Göttingen,37077
Nordrhein Westfalen,Essen,45139
Nordrhein Westfalen,Neuss,41462
Sachsen,Rochlitz,9306
Hessen,Wiesbaden,65199
Nordrhein Westfalen,Bottrop,46236
Thüringen,Erfurt,99084
Nordrhein Westfalen,Waltrop,45731
Bayern,Landshut,84036
Niedersachsen,Bad Gandersheim,37581
Bayern,Raubling,83064
Nordrhein Westfalen,Düsseldorf,40595
Nordrhein Westfalen,Sankt Augustin,53757
Sachsen,Dresden,1239
Mecklenburg Vorpommern,Neubrandenburg,17033
Nordrhein Westfalen,Bielefeld,33605
Nordrhein Westfalen,Wuppertal,42281
Niedersachsen,Hannover,30457
Schleswig Holstein,Kiel,24109
Nordrhein Westfalen,Bad Salzuflen,32107
Hamburg,Hamburg,22523
Nordrhein Westfalen,Duisburg,47178
Nordrhein Westfalen,Recklinghausen,45657
Niedersachsen,Braunschweig,38122
Bayern,Günzburg,89312
Thüringen,Erfurt,99085
Nordrhein Westfalen,Essen,45136
Bayern,Sulzbach Rosenberg,92237
Sachsen Anhalt,Magdeburg,39124
Schleswig Holstein,Norderstedt,22848
Sachsen,Dippoldiswalde,1744
Schleswig Holstein,Lübeck,23558
Nordrhein Westfalen,Bochum,44866
Schleswig Holstein,Kiel,24114
Bayern,Nürnberg,90491
Thüringen,Zeulenroda Triebes,7937
Niedersachsen,Hannover,30539
Schleswig Holstein,Flensburg,24937
Berlin,Berlin,12059
Sachsen,Großröhrsdorf,1900
Niedersachsen,Diepholz,49356
Baden Württemberg,Warthausen,88447
Brandenburg,Schwedt/Oder,16303
Sachsen,Mülsen,8132
Nordrhein Westfalen,Wickede Ruhr,58739
Baden Württemberg,Sindelfingen,71065
Nordrhein Westfalen,Krefeld,47798
Schleswig Holstein,Schleswig,24837
Berlin,Berlin,10785
Baden Württemberg,Stuttgart,70176
Mecklenburg Vorpommern,Barkhagen,19395
Niedersachsen,Wilhelmshaven,26382
Hessen,Friedrichsdorf,61381
Nordrhein Westfalen,Hamm,59063
Berlin,Berlin,13583
Sachsen,Leipzig,4135
Nordrhein Westfalen,Bedburg,50181
Baden Württemberg,Böblingen,71032
Mecklenburg Vorpommern,Wittenhagen,18510
Thüringen,Dorndorf,36460
Bayern,Aschaffenburg,63741
Nordrhein Westfalen,Gelsenkirchen,45894
Nordrhein Westfalen,Essen,45130
Nordrhein Westfalen,Dortmund,44357
Bayern,Neu Ulm,89231
Bayern,Redwitz an der Rodach,96257
Rheinland Pfalz,Bad Kreuznach,55543
Niedersachsen,Hannover,30165
Sachsen,Neugersdorf,2727
Baden Württemberg,Stuttgart,70437
Brandenburg,Mittenwalde,15749
Berlin,Berlin,12051
Rheinland Pfalz,Wirges,56422
Bayern,Nürnberg,90439
Nordrhein Westfalen,Löhne,32584
Hessen,Butzbach,35510
Nordrhein Westfalen,Voerde Niederrhein,46562
Nordrhein Westfalen,Düsseldorf,40213
Brandenburg,Potsdam,14482
Niedersachsen,Schöningen,38364
Thüringen,Weida,7570
Nordrhein Westfalen,Werl,59457
Nordrhein Westfalen,Radevormwald,42477
Hessen,Steinbach Taunus,61449
Mecklenburg Vorpommern,Schwerin,19059
Nordrhein Westfalen,Moers,47445
Hessen,Riedstadt,64560
Mecklenburg Vorpommern,Blowatz,23974
Nordrhein Westfalen,Düsseldorf,40597
Thüringen,Plaue,99338
Bayern,Nürnberg,90441
Sachsen Anhalt,Magdeburg,39106
Sachsen,Lichtenstein/Sachsen,9350
Nordrhein Westfalen,Düsseldorf,40545
Nordrhein Westfalen,Kaarst,41564
Baden Württemberg,Stuttgart,70327
Hessen,Lich,35423
Nordrhein Westfalen,Detmold,32758
Thüringen,Floh Seligenthal,98593
Thüringen,Erfurt,99098
Nordrhein Westfalen,Preußisch Oldendorf,32361
Nordrhein Westfalen,Siegen,57072
Sachsen,Dresden,1187
Sachsen,Königsbrück,1936
Nordrhein Westfalen,Übach Palenberg,52531
Sachsen,Glashütte,1768
Hessen,Weilburg,35781
Baden Württemberg,Mannheim,68307
Mecklenburg Vorpommern,Saal,18317
Baden Württemberg,Mannheim,68159
Nordrhein Westfalen,Mönchengladbach,41061
Bayern,München,80335
Nordrhein Westfalen,Herne,44627
Sachsen Anhalt,Sangerhausen,6526
Niedersachsen,Wildeshausen,27793
Baden Württemberg,Leimen,69181
Rheinland Pfalz,Pfaffen Schwabenheim,55546
Rheinland Pfalz,Koblenz,56068
Hessen,Neu Isenburg,63263
Sachsen,Machern,4827
Niedersachsen,Wangerland,26434
Schleswig Holstein,Bad Segeberg,23795
Baden Württemberg,Waghäusel,68753
Nordrhein Westfalen,Bad Laasphe,57334
Hessen,Frankfurt am Main,60329
Bayern,München,80638
Nordrhein Westfalen,Bocholt,46399
Sachsen,Dresden,1108
Baden Württemberg,Rottenburg am Neckar,72108
Baden Württemberg,Karlsruhe,76228
Baden Württemberg,Hirschberg an der Bergstraße,69493
Brandenburg,Werneuchen,16356
Berlin,Berlin,10789
Baden Württemberg,Bisingen,72406
Berlin,Berlin,12487
Thüringen,Zeulenroda Triebes,7950
Saarland,Saarbrücken,66115
Thüringen,Erfurt,99091
Brandenburg,Bernau bei Berlin,16321
Rheinland Pfalz,Neustadt an der Weinstraße,67435
Nordrhein Westfalen,Neuenrade,58809
Bayern,Hohenwart,86558
Nordrhein Westfalen,Essen,45145
Baden Württemberg,Stuttgart,70567
Nordrhein Westfalen,Essen,45276
Bayern,Nürnberg,90482
Bayern,München,81675
Baden Württemberg,Gondelsheim,75053
Sachsen,Chemnitz,9122
Rheinland Pfalz,Koblenz,56070
Nordrhein Westfalen,Bergisch Gladbach,51465
Nordrhein Westfalen,Paderborn,33104
Sachsen,Dresden,1257
Baden Württemberg,Remchingen,75196
Niedersachsen,Alfeld Leine,30161
Bayern,Regensburg,93057
Nordrhein Westfalen,Gladbeck,45966
Brandenburg,Jänschwalde,3197
Rheinland Pfalz,Ransbach Baumbach,56235
Bayern,Sulzbach am Main,63834
Bayern,München,80333
Hessen,Wächtersbach,63607
Rheinland Pfalz,Kaiserslautern,67663
Nordrhein Westfalen,Wassenberg,41849
Nordrhein Westfalen,Gütersloh,33332
Berlin,Berlin,12205
Baden Württemberg,Wendlingen am Neckar,73240
Sachsen Anhalt,Ballenstedt,6493
Thüringen,Bad Frankenhausen/Kyffhäuser,6567
Bayern,Bad Staffelstein,96231
Thüringen,Haina,99869
Nordrhein Westfalen,Dorsten,46286
Bremen,Bremen,28327
Niedersachsen,Pohle,31867
Nordrhein Westfalen,Lüdenscheid,58513
Sachsen,Lauta,2991
Nordrhein Westfalen,Wuppertal,42289
Mecklenburg Vorpommern,Trinwillershagen,18320
Niedersachsen,Hannover,30659
Baden Württemberg,Leinfelden Echterdingen,70771
Baden Württemberg,Herrischried,79737
Rheinland Pfalz,Rennerod,56477
Sachsen,Roßwein,4741
Niedersachsen,Lehrte,31275
Sachsen,Lichtenau,9244
Rheinland Pfalz,Idar Oberstein,55743
Nordrhein Westfalen,Delbrück,33129
Mecklenburg Vorpommern,Neubrandenburg,17034
Nordrhein Westfalen,Aldenhoven,52457
Brandenburg,Hoppegarten,15366
Hessen,Gießen,35396
Saarland,Heusweiler,66265
Hessen,Frankfurt am Main,60528
Nordrhein Westfalen,Engelskirchen,51766
Nordrhein Westfalen,Simmerath,52152
Nordrhein Westfalen,Kall,53925
Hessen,Langen Hessen,63225
Niedersachsen,Wunstorf,31515
Baden Württemberg,Sindelfingen,71063
Niedersachsen,Seevetal,21217
Mecklenburg Vorpommern,Wolgast,17438
Sachsen Anhalt,Altmarkkreis Salzwedel,38489
Nordrhein Westfalen,Warstein,59581
Bayern,Pliening,85652
Sachsen Anhalt,Oschersleben Bode,39387
Berlin,Berlin,12555
Bayern,München,81377
Niedersachsen,Delmenhorst,27753
Nordrhein Westfalen,Köln,50677
Sachsen Anhalt,Burg,39288
Baden Württemberg,Stuttgart,70619
Sachsen,Rietschen,2956
Sachsen Anhalt,Dessau Roßlau,6847
Sachsen,Bärenstein,9471
Nordrhein Westfalen,Rheine,48431
Hamburg,Hamburg,22395
Mecklenburg Vorpommern,Greifswald,17493
Hessen,Schmitten,61389
Sachsen,Radeberg,1454
Nordrhein Westfalen,Telgte,48291
Rheinland Pfalz,Koblenz,56072
Bayern,Markt Schwaben,85570
Nordrhein Westfalen,Köln,51103
Mecklenburg Vorpommern,Rostock,18055
Nordrhein Westfalen,Köln,50935
Bayern,Bayreuth,95444
Brandenburg,Wandlitz,16348
Berlin,Berlin,13505
Bremen,Bremerhaven,27572
Bayern,Fürth,90763
Berlin,Berlin,13089
Sachsen,Hartmannsdorf,9232
Niedersachsen,Helmstedt,38350
Sachsen,Dresden,1465
Thüringen,Jena,7749
Berlin,Berlin,10707
Bayern,Elchingen,89275
Nordrhein Westfalen,Niederkassel,53859
Hessen,Darmstadt,64285
Berlin,Berlin,12043
Nordrhein Westfalen,Grevenbroich,41517
Nordrhein Westfalen,Düren,52349
Niedersachsen,Oldenburg Oldenburg,26129
Baden Württemberg,Stuttgart,70469
Nordrhein Westfalen,Troisdorf,53840
Hamburg,Hamburg,22415
Brandenburg,Hennigsdorf,16761
Nordrhein Westfalen,Neuss,41468
Thüringen,Sömmerda,99610
Hessen,Wiesbaden,65197
Hessen,Rockenberg,35519
Bayern,Ramerberg,83561
Nordrhein Westfalen,Köln,50769
Niedersachsen,Vienenburg,38690
Bayern,Pfaffenhofen an der Ilm,85276
Baden Württemberg,Sinsheim,74889
Hamburg,Hamburg,21029
Baden Württemberg,Villingen Schwenningen,78052
Sachsen Anhalt,Halle Saale,6108
Sachsen,Schwarzenberg/Erzgebirge,8340
Baden Württemberg,Auenwald,71549
Berlin,Berlin,10781
Nordrhein Westfalen,Hamminkeln,46499
Sachsen,Hartha,4746
Hessen,Gießen,35390
Sachsen,Torgau,4860
Bayern,Bobingen,86399
Sachsen Anhalt,Biederitz,39175
Bayern,München,80796
Hamburg,Hamburg,20457
Brandenburg,Zeuthen,15738
Hessen,Frankfurt am Main,60389
Niedersachsen,Hannover,30657
Berlin,Berlin,10713
Niedersachsen,Rinteln,31737
Hamburg,Hamburg,22041
Bayern,Erlangen,91058
Nordrhein Westfalen,Dortmund,44135
Mecklenburg Vorpommern,Grabow,19300
Bayern,München,81371
Schleswig Holstein,Langenhorn,25842
Nordrhein Westfalen,Inden,52459
Bayern,Laufen,83410
Nordrhein Westfalen,Witten,58455
Rheinland Pfalz,Kaiserslautern,67655
Nordrhein Westfalen,Köln,51063
Sachsen,Dresden,1307
Niedersachsen,Leer Ostfriesland,26789
Nordrhein Westfalen,Bochum,44787
Sachsen,Rothenburg/Oberlausitz,2929
Hessen,Dreieich,63303
Baden Württemberg,Hardthausen am Kocher,74239
Hessen,Frankfurt am Main,60311
Nordrhein Westfalen,Hamm,59073
Sachsen,Markersdorf,2829
Mecklenburg Vorpommern,Rostock,18106
Baden Württemberg,Pfullingen,72793
Berlin,Berlin,10623
Nordrhein Westfalen,Düsseldorf,40489
Sachsen Anhalt,Magdeburg,39118
Niedersachsen,Bückeburg,31675
Rheinland Pfalz,Saulheim,55291
Bayern,Lauingen Donau,89415
Schleswig Holstein,Sierksdorf,23730
Sachsen Anhalt,Lützen,6686
Sachsen,Lohmen,1847
Mecklenburg Vorpommern,Greifswald,17491
Baden Württemberg,Rheinfelden Baden,79618
Sachsen Anhalt,Halle Saale,6120
Bayern,Regensburg,93049
Hamburg,Hamburg,22083
Nordrhein Westfalen,Hattingen,45525
Sachsen,Bad Elster,8654
Bayern,Feucht,90537
Nordrhein Westfalen,Siegen,57076
Nordrhein Westfalen,Mönchengladbach,41066
Baden Württemberg,Ummendorf,88444
Rheinland Pfalz,Schifferstadt,67105
Rheinland Pfalz,Ludwigshafen am Rhein,67061
Hessen,Obertshausen,63179
Nordrhein Westfalen,Köln,50937
Nordrhein Westfalen,Bonn,53173
Nordrhein Westfalen,Neuss,41464
Nordrhein Westfalen,Düsseldorf,40549
Nordrhein Westfalen,Blomberg,32825
Nordrhein Westfalen,Neukirchen Vluyn,47506
Sachsen,Wilkau Haßlau,8112
Baden Württemberg,Forbach,76596
Nordrhein Westfalen,Leichlingen Rheinland,42799
Nordrhein Westfalen,Lüdenscheid,58509
Saarland,Homburg,66424
Niedersachsen,Ronnenberg,30952
Mecklenburg Vorpommern,Bützow,18246
Baden Württemberg,Stuttgart,70372
Baden Württemberg,Stuttgart,70186
Sachsen Anhalt,Eilsleben,39365
Nordrhein Westfalen,Düsseldorf,40217
Hessen,Rodgau,63110
Brandenburg,Lindow Mark,16835
Nordrhein Westfalen,Minden,32425
Rheinland Pfalz,Nastätten,56355
Berlin,Berlin,14167
Hessen,Frankfurt am Main,60488
Thüringen,Weimar,99423
Nordrhein Westfalen,Wesel,46487
Brandenburg,Kyritz,16866
Nordrhein Westfalen,Mönchengladbach,41238
Baden Württemberg,Pforzheim,75181
Hessen,Wiesbaden,65201
Hessen,Weiterstadt,64331
Nordrhein Westfalen,Aachen,52080
Sachsen,Falkenstein/Vogtland,8223
Mecklenburg Vorpommern,Gülzow Prüzen,18276
Sachsen,Rabenau,1734
Baden Württemberg,Neckargemünd,69151
Baden Württemberg,Güglingen,74363
Nordrhein Westfalen,Borgentreich,34434
Thüringen,Schmalkalden,98574
Berlin,Berlin,13469
Sachsen,Arnsdorf,1477
Niedersachsen,Hannover,30159
Niedersachsen,Wedemark,30900
Niedersachsen,Uslar,37170
Niedersachsen,Suderburg,29556
Berlin,Berlin,13409
Hessen,Waldkappel,37284
Sachsen,Aue,8280
Brandenburg,Brandenburg an der Havel,14770
Sachsen,Neustadt in Sachsen,1844
Nordrhein Westfalen,Stolberg Rheinland,52223
Nordrhein Westfalen,Gelsenkirchen,45886
Sachsen Anhalt,Ilsenburg Harz,38871
Nordrhein Westfalen,Köln,50678
Nordrhein Westfalen,Nettetal,41334
Nordrhein Westfalen,Düsseldorf,40239
Baden Württemberg,Blaustein,89134
Sachsen,Oelsnitz/Erzgebirge,9376
Niedersachsen,Langelsheim,38685
Niedersachsen,Göttingen,37083
Hessen,Karben,61184
